inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0,2.0,4.5,5.242640687119285,6.742640687119285,9.242640687119284,10.242640687119286,12.242640687119286,14.742640687119286,inf,inf
inf,1.0,inf,3.82842712474619,5.32842712474619,7.32842712474619,8.82842712474619,inf,inf,16.48528137423857,17.571067811865476,inf
inf,3.0,2.414213562373095,inf,5.242640687119285,6.742640687119285,8.242640687119284,10.242640687119284,inf,15.899494936611664,17.899494936611664,inf
inf,4.535533905932738,4.414213562373095,3.82842712474619,5.32842712474619,7.82842712474619,inf,10.363961030678926,12.363961030678926,inf,17.31370849898476,inf
inf,6.035533905932738,inf,4.82842712474619,5.242640687119285,6.742640687119285,inf,11.48528137423857,13.48528137423857,15.192388155425116,inf,inf
inf,7.535533905932738,inf,6.32842712474619,7.242640687119285,6.65685424949238,8.65685424949238,10.65685424949238,12.65685424949238,13.899494936611664,15.399494936611664,inf
inf,10.035533905932738,9.15685424949238,8.82842712474619,8.071067811865476,inf,8.778174593052022,10.278174593052022,11.778174593052022,14.278174593052022,15.31370849898476,inf
inf,11.98528137423857,10.65685424949238,inf,inf,10.899494936611665,inf,inf,13.106601717798211,14.606601717798211,16.606601717798213,inf
inf,12.071067811865476,12.65685424949238,12.071067811865476,inf,inf,13.727922061357855,inf,inf,15.935028842544401,17.4350288425444,inf
inf,13.071067811865476,14.192388155425117,13.071067811865476,14.192388155425117,15.142135623730951,inf,15.142135623730951,16.64213562373095,17.9350288425444,17.349242404917497,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
